gene_symbol,sex,nAcc_Male_directions,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
RP11-481A20.4,male,-,0.12723279075855462,0.9363836046207227,0.06361639537927731,-1,0.12723279075855462
RP11-481A20.8,male,+,0.2799608711831683,0.13998043559158416,0.8600195644084159,1,0.2799608711831683
RP11-481E4.1,male,+,0.7554559322664227,0.37772796613321136,0.6222720338667886,1,0.7554559322664227
RP11-481H12.1,male,+,0.7001272178542784,0.3500636089271392,0.6499363910728608,1,0.7001272178542784
RP11-481K16.2,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-481K9.4,male,-,0.5896376270150169,0.7051811864924915,0.29481881350750844,-1,0.5896376270150169
RP11-481L19.2,male,+,0.852534260974412,0.426267130487206,0.573732869512794,1,0.852534260974412
RP11-481L19.3,male,-,0.7769914669796305,0.6115042665101847,0.38849573348981525,-1,0.7769914669796305
RP11-481N16.1,male,-,0.19958250546009412,0.9002087472699529,0.09979125273004706,-1,0.19958250546009412
RP11-482L11.1,male,+,0.5459902760950941,0.27299513804754705,0.727004861952453,1,0.5459902760950941
RP11-483E23.10,male,+,0.8972552218395817,0.44862761091979086,0.5513723890802091,1,0.8972552218395817
RP11-483E23.12,male,+,0.9329308440793945,0.46646542203969726,0.5335345779603027,1,0.9329308440793945
RP11-483E23.2,male,+,0.5801483538050991,0.29007417690254955,0.7099258230974504,1,0.5801483538050991
RP11-483E23.3,male,+,0.6633891472109528,0.3316945736054764,0.6683054263945236,1,0.6633891472109528
RP11-483E23.4,male,+,0.21740616545204688,0.10870308272602344,0.8912969172739765,1,0.21740616545204688
RP11-483E23.5,male,-,0.740052126682656,0.6299739366586721,0.370026063341328,-1,0.740052126682656
RP11-483E23.7,male,-,0.9594240496360733,0.5202879751819633,0.47971202481803665,-1,0.9594240496360733
RP11-483E23.9,male,+,0.40991690063518993,0.20495845031759496,0.795041549682405,1,0.40991690063518993
RP11-483G21.3,male,+,0.2423638953703528,0.1211819476851764,0.8788180523148236,1,0.2423638953703528
RP11-483K5.2,male,+,0.21625122824654772,0.10812561412327386,0.8918743858767261,1,0.21625122824654772
RP11-483M24.2,male,+,0.03410329949956914,0.01705164974978457,0.9829483502502154,1,0.03410329949956914
RP11-484D2.3,male,-,0.9681302627729728,0.5159348686135137,0.4840651313864864,-1,0.9681302627729728
RP11-484D4.3,male,-,0.918150867092208,0.540924566453896,0.459075433546104,-1,0.918150867092208
RP11-484L7.1,male,+,0.771617390843867,0.3858086954219335,0.6141913045780665,1,0.771617390843867
RP11-484L7.2,male,+,0.4887664113225584,0.2443832056612792,0.7556167943387209,1,0.4887664113225584
RP11-484M3.5,male,-,0.46625841194994555,0.7668707940250272,0.23312920597497278,-1,0.46625841194994555
RP11-485B17.10,male,+,0.5581684312026662,0.2790842156013331,0.7209157843986669,1,0.5581684312026662
RP11-485B17.12,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-485B17.3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-485B17.5,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-485B17.9,male,+,0.8985421093700705,0.44927105468503525,0.5507289453149647,1,0.8985421093700705
RP11-485C11.1,male,-,0.08107462835314304,0.9594626858234284,0.04053731417657152,-1,0.08107462835314304
RP11-485M7.1,male,+,0.15381370713508594,0.07690685356754297,0.9230931464324571,1,0.15381370713508594
RP11-485O14.1,male,+,0.3742453722281437,0.18712268611407185,0.8128773138859282,1,0.3742453722281437
RP11-486A14.1,male,+,0.1809049003457642,0.0904524501728821,0.9095475498271178,1,0.1809049003457642
RP11-486B10.4,male,-,0.5787487566974622,0.710625621651269,0.2893743783487311,-1,0.5787487566974622
RP11-486E2.1,male,-,0.7762978443820453,0.6118510778089774,0.38814892219102265,-1,0.7762978443820453
RP11-486G15.1,male,-,0.8305389668517893,0.5847305165741054,0.41526948342589465,-1,0.8305389668517893
RP11-486M3.2,male,+,0.4617348678258656,0.2308674339129328,0.7691325660870671,1,0.4617348678258656
RP11-486M3.3,male,+,0.033559905109100084,0.016779952554550042,0.9832200474454499,1,0.033559905109100084
RP11-486O13.3,male,+,0.07054123763585544,0.03527061881792772,0.9647293811820723,1,0.07054123763585544
RP11-486O13.5,male,-,0.6357579911763505,0.6821210044118248,0.31787899558817523,-1,0.6357579911763505
RP11-487E1.2,male,+,0.1795019567010564,0.0897509783505282,0.9102490216494719,1,0.1795019567010564
RP11-487I5.4,male,+,0.7968137388564507,0.39840686942822534,0.6015931305717747,1,0.7968137388564507
RP11-488C13.1,male,+,0.40772865270673997,0.20386432635336998,0.7961356736466301,1,0.40772865270673997
RP11-488I4.2,male,-,0.9146501020856187,0.5426749489571907,0.45732505104280935,-1,0.9146501020856187
RP11-488L18.1,male,-,0.7616780700471842,0.6191609649764078,0.3808390350235921,-1,0.7616780700471842
RP11-488L18.3,male,-,0.40211273381099133,0.7989436330945043,0.20105636690549566,-1,0.40211273381099133
RP11-488L18.4,male,-,0.028127926698034898,0.9859360366509826,0.014063963349017449,-1,0.028127926698034898
RP11-488L18.6,male,-,0.49995517371817166,0.7500224131409141,0.24997758685908583,-1,0.49995517371817166
RP11-489C13.1,male,+,0.2405184246016504,0.1202592123008252,0.8797407876991747,1,0.2405184246016504
RP11-489M13.1,male,+,0.1856045885143351,0.09280229425716754,0.9071977057428324,1,0.1856045885143351
RP11-489M13.2,male,-,0.9338322280846816,0.5330838859576592,0.4669161140423408,-1,0.9338322280846816
RP11-489M13.3,male,-,0.24521728463543313,0.8773913576822834,0.12260864231771657,-1,0.24521728463543313
RP11-48B14.1,male,-,0.3733891348633074,0.8133054325683463,0.1866945674316537,-1,0.3733891348633074
RP11-48B3.2,male,+,0.021589255309982663,0.010794627654991331,0.9892053723450086,1,0.021589255309982663
RP11-48L13.1,male,+,0.9691906230205488,0.4845953115102744,0.5154046884897256,1,0.9691906230205488
RP11-48O20.5,male,+,0.2425308195991346,0.1212654097995673,0.8787345902004328,1,0.2425308195991346
RP11-490D19.11,male,-,0.24821998894319852,0.8758900055284007,0.12410999447159926,-1,0.24821998894319852
RP11-490D19.8,male,+,0.19647701113395205,0.09823850556697603,0.901761494433024,1,0.19647701113395205
RP11-490G8.1,male,-,0.9089379906481222,0.545531004675939,0.4544689953240611,-1,0.9089379906481222
RP11-490H24.5,male,-,0.7521690281755528,0.6239154859122236,0.3760845140877764,-1,0.7521690281755528
RP11-490K7.1,male,+,0.7609265080239971,0.38046325401199854,0.6195367459880015,1,0.7609265080239971
RP11-490K7.4,male,-,0.1018151992335136,0.9490924003832433,0.0509075996167568,-1,0.1018151992335136
RP11-490P13.2,male,+,0.37914014963944087,0.18957007481972044,0.8104299251802796,1,0.37914014963944087
RP11-491H9.3,male,-,0.2569349700343587,0.8715325149828206,0.12846748501717936,-1,0.2569349700343587
RP11-491H9.4,male,-,0.5780364717886579,0.710981764105671,0.28901823589432896,-1,0.5780364717886579
RP11-492C2.1,male,+,0.8022667435586405,0.40113337177932024,0.5988666282206798,1,0.8022667435586405
RP11-492D6.3,male,+,0.3153946501443285,0.15769732507216425,0.8423026749278357,1,0.3153946501443285
RP11-492I2.1,male,-,0.8377492562728964,0.5811253718635518,0.4188746281364482,-1,0.8377492562728964
RP11-492L8.1,male,+,0.44809446363292726,0.22404723181646363,0.7759527681835363,1,0.44809446363292726
RP11-492M19.3,male,+,0.9484773725800402,0.4742386862900201,0.5257613137099799,1,0.9484773725800402
RP11-492M23.2,male,+,0.9578541769736848,0.4789270884868424,0.5210729115131576,1,0.9578541769736848
RP11-492O8.1,male,-,0.600831627652388,0.699584186173806,0.300415813826194,-1,0.600831627652388
RP11-493E3.1,male,-,0.1109549349983874,0.9445225325008063,0.0554774674991937,-1,0.1109549349983874
RP11-493E3.2,male,+,0.43134532709477025,0.21567266354738512,0.7843273364526149,1,0.43134532709477025
RP11-493G17.4,male,-,0.6143432570984201,0.6928283714507899,0.30717162854921004,-1,0.6143432570984201
RP11-493L12.6,male,+,0.9962761938577446,0.4981380969288723,0.5018619030711278,1,0.9962761938577446
RP11-494I9.1,male,-,0.45435563408615154,0.7728221829569242,0.22717781704307577,-1,0.45435563408615154
RP11-494K3.2,male,+,0.9606195231221667,0.48030976156108335,0.5196902384389166,1,0.9606195231221667
RP11-494M8.1,male,+,0.2536496407553242,0.1268248203776621,0.8731751796223379,1,0.2536496407553242
RP11-494O16.3,male,-,0.3175729602828723,0.8412135198585639,0.15878648014143615,-1,0.3175729602828723
RP11-495P10.10,male,-,0.04856722481148707,0.9757163875942564,0.024283612405743536,-1,0.04856722481148707
RP11-495P10.4,male,-,0.22516575957968296,0.8874171202101585,0.11258287978984148,-1,0.22516575957968296
RP11-495P10.9,male,-,0.27618395097720583,0.861908024511397,0.13809197548860291,-1,0.27618395097720583
RP11-496B10.1,male,+,0.7947461090890747,0.39737305454453736,0.6026269454554627,1,0.7947461090890747
RP11-496D1.2,male,-,0.3855391084496663,0.8072304457751669,0.19276955422483316,-1,0.3855391084496663
RP11-496H1.1,male,-,0.2401359215900984,0.8799320392049508,0.1200679607950492,-1,0.2401359215900984
RP11-496H15.2,male,-,0.06975235384715667,0.9651238230764216,0.034876176923578334,-1,0.06975235384715667
RP11-496I2.4,male,+,0.06858475258459212,0.03429237629229606,0.9657076237077039,1,0.06858475258459212
RP11-496I2.5,male,+,0.4460368281556857,0.22301841407784284,0.7769815859221572,1,0.4460368281556857
RP11-496I2.7,male,+,0.5210631025090109,0.26053155125450544,0.7394684487454946,1,0.5210631025090109
RP11-496I2.8,male,-,0.7335094793955381,0.6332452603022309,0.36675473969776906,-1,0.7335094793955381
RP11-497H16.5,male,-,0.6191251269825437,0.6904374365087281,0.30956256349127187,-1,0.6191251269825437
RP11-497H16.7,male,+,0.14215683672831386,0.07107841836415693,0.928921581635843,1,0.14215683672831386
RP11-497H16.8,male,+,0.623296054830251,0.3116480274151255,0.6883519725848746,1,0.623296054830251
RP11-497J7.1,male,-,0.9836560502393956,0.5081719748803022,0.4918280251196978,-1,0.9836560502393956
RP11-497J7.2,male,-,0.5542371412698116,0.7228814293650943,0.2771185706349058,-1,0.5542371412698116
RP11-497J7.4,male,-,0.9061191602497375,0.5469404198751313,0.45305958012486874,-1,0.9061191602497375
RP11-497K15.1,male,-,0.17460713132677508,0.9126964343366124,0.08730356566338754,-1,0.17460713132677508
RP11-498D10.8,male,-,0.9043383628827842,0.5478308185586078,0.4521691814413921,-1,0.9043383628827842
RP11-498E11.2,male,+,0.7764745646330078,0.3882372823165039,0.6117627176834961,1,0.7764745646330078
RP11-498M14.1,male,+,0.40133928730005464,0.20066964365002732,0.7993303563499727,1,0.40133928730005464
RP11-498M14.2,male,+,0.86451451049676,0.43225725524838,0.56774274475162,1,0.86451451049676
RP11-499O7.4,male,+,0.6902363616505129,0.34511818082525647,0.6548818191747435,1,0.6902363616505129
RP11-499P1.1,male,-,0.7983059676582477,0.6008470161708761,0.39915298382912384,-1,0.7983059676582477
RP11-49C9.2,male,-,0.4550569883107085,0.7724715058446457,0.22752849415535426,-1,0.4550569883107085
RP11-49E18.1,male,+,0.009957939863684932,0.004978969931842466,0.9950210300681575,1,0.009957939863684932
RP11-49G2.4,male,-,0.9290145325100273,0.5354927337449864,0.46450726625501365,-1,0.9290145325100273
RP11-49I11.2,male,+,0.05103581232127327,0.025517906160636636,0.9744820938393634,1,0.05103581232127327
RP11-49I11.3,male,-,0.2518587744750101,0.874070612762495,0.12592938723750505,-1,0.2518587744750101
RP11-49K24.5,male,-,0.6676123910837497,0.6661938044581251,0.33380619554187485,-1,0.6676123910837497
RP11-49K24.6,male,+,0.5463834808733556,0.2731917404366778,0.7268082595633222,1,0.5463834808733556
RP11-49K24.9,male,+,0.21113206251399286,0.10556603125699643,0.8944339687430036,1,0.21113206251399286
RP11-49P4.7,male,+,0.8256282547309061,0.41281412736545303,0.5871858726345469,1,0.8256282547309061
RP11-4K3__A.3,male,+,0.8811763139956142,0.4405881569978071,0.5594118430021928,1,0.8811763139956142
RP11-4M23.4,male,+,0.600319565503258,0.300159782751629,0.699840217248371,1,0.600319565503258
RP11-4M23.7,male,+,0.7468903815956711,0.37344519079783556,0.6265548092021644,1,0.7468903815956711
RP11-500G9.1,male,-,0.7597738214827895,0.6201130892586053,0.37988691074139475,-1,0.7597738214827895
RP11-500K19.2,male,-,0.7570237586676326,0.6214881206661838,0.3785118793338163,-1,0.7570237586676326
RP11-500M10.1,male,-,0.6705023488099636,0.6647488255950182,0.3352511744049818,-1,0.6705023488099636
RP11-500M8.6,male,+,0.2436775791140167,0.12183878955700835,0.8781612104429917,1,0.2436775791140167
RP11-500M8.7,male,-,0.7748901047810036,0.6125549476094982,0.3874450523905018,-1,0.7748901047810036
RP11-501C14.7,male,+,0.7836754373254304,0.3918377186627152,0.6081622813372848,1,0.7836754373254304
RP11-501C14.9,male,+,0.23615858661837882,0.11807929330918941,0.8819207066908106,1,0.23615858661837882
RP11-501H19.2,male,-,0.9814120831997736,0.5092939584001133,0.4907060415998868,-1,0.9814120831997736
RP11-501M7.1,male,+,0.2879543382794559,0.14397716913972794,0.8560228308602721,1,0.2879543382794559
RP11-502F1.2,male,+,0.21738617212446537,0.10869308606223269,0.8913069139377673,1,0.21738617212446537
RP11-502M1.1,male,+,0.4930873875405831,0.24654369377029156,0.7534563062297084,1,0.4930873875405831
RP11-503I22.2,male,+,0.8257492893234624,0.4128746446617312,0.5871253553382688,1,0.8257492893234624
RP11-503N18.5,male,+,0.6203611855514728,0.3101805927757364,0.6898194072242636,1,0.6203611855514728
RP11-504E21.1,male,+,0.7524907439200613,0.37624537196003066,0.6237546280399693,1,0.7524907439200613
RP11-504G3.4,male,-,0.9822356950262836,0.5088821524868582,0.4911178475131418,-1,0.9822356950262836
RP11-504P24.3,male,-,0.4167542151250918,0.7916228924374541,0.2083771075625459,-1,0.4167542151250918
RP11-504P24.5,male,-,0.9654876988451281,0.517256150577436,0.48274384942256404,-1,0.9654876988451281
RP11-505K1.1,male,-,0.6395661449070495,0.6802169275464752,0.3197830724535248,-1,0.6395661449070495
RP11-505K9.3,male,-,0.05984725973354883,0.9700763701332256,0.029923629866774416,-1,0.05984725973354883
RP11-505K9.4,male,-,0.42318689147871646,0.7884065542606418,0.21159344573935823,-1,0.42318689147871646
RP11-505O17.1,male,-,0.7779459490605994,0.6110270254697003,0.3889729745302997,-1,0.7779459490605994
RP11-505P4.5,male,+,0.8033255848686764,0.4016627924343382,0.5983372075656618,1,0.8033255848686764
RP11-506B6.5,male,+,0.7342180872957418,0.3671090436478709,0.6328909563521291,1,0.7342180872957418
RP11-506B6.7,male,-,0.9549357733523222,0.522532113323839,0.4774678866761611,-1,0.9549357733523222
RP11-506H20.2,male,-,0.05271255685472477,0.9736437215726377,0.026356278427362385,-1,0.05271255685472477
RP11-506K19.1,male,-,0.9704421496296158,0.5147789251851921,0.4852210748148079,-1,0.9704421496296158
RP11-506K19.2,male,+,0.6491570111033758,0.3245785055516879,0.6754214944483121,1,0.6491570111033758
RP11-507A3.1,male,+,0.971753549191136,0.485876774595568,0.514123225404432,1,0.971753549191136
RP11-507D14.4,male,+,0.6391529624889929,0.31957648124449645,0.6804235187555036,1,0.6391529624889929
RP11-507E23.1,male,-,0.2570278832153678,0.8714860583923161,0.1285139416076839,-1,0.2570278832153678
RP11-507F16.1,male,-,0.6598658407996791,0.6700670796001604,0.32993292039983957,-1,0.6598658407996791
RP11-507J18.1,male,-,0.7023267014031654,0.6488366492984172,0.3511633507015827,-1,0.7023267014031654
RP11-507K12.1,male,+,0.4492983802063768,0.2246491901031884,0.7753508098968116,1,0.4492983802063768
RP11-507K13.4,male,-,0.419981013396702,0.790009493301649,0.209990506698351,-1,0.419981013396702
RP11-507K13.6,male,-,0.9866061903270689,0.5066969048364656,0.49330309516353443,-1,0.9866061903270689
RP11-507M3.1,male,+,0.8271586957939001,0.41357934789695006,0.5864206521030499,1,0.8271586957939001
RP11-508N12.3,male,-,0.15460201564461135,0.9226989921776944,0.07730100782230567,-1,0.15460201564461135
RP11-508N22.11,male,-,0.5784307188953693,0.7107846405523153,0.2892153594476847,-1,0.5784307188953693
RP11-508N22.6,male,+,0.8784344173798528,0.4392172086899264,0.5607827913100736,1,0.8784344173798528
RP11-508N22.9,male,+,0.946403015348314,0.473201507674157,0.5267984923258431,1,0.946403015348314
RP11-509M23.1,male,+,0.12748223822970128,0.06374111911485064,0.9362588808851493,1,0.12748223822970128
RP11-509P12.1,male,+,0.5810502972765872,0.2905251486382936,0.7094748513617064,1,0.5810502972765872
RP11-50B3.1,male,+,0.6031253775387678,0.3015626887693839,0.6984373112306161,1,0.6031253775387678
RP11-50D9.1,male,-,0.18655063221220086,0.9067246838938996,0.09327531610610043,-1,0.18655063221220086
RP11-50D9.4,male,-,0.8566161574708625,0.5716919212645688,0.42830807873543125,-1,0.8566161574708625
RP11-50E11.2,male,-,0.7204127604417674,0.6397936197791163,0.3602063802208837,-1,0.7204127604417674
RP11-50I19.1,male,+,0.1171426345042655,0.05857131725213275,0.9414286827478672,1,0.1171426345042655
RP11-50O21.1,male,-,0.7290255197997801,0.6354872401001099,0.36451275989989007,-1,0.7290255197997801
RP11-510D21.2,male,+,0.916868841534885,0.4584344207674425,0.5415655792325575,1,0.916868841534885
RP11-510I21.1,male,-,0.338442295861624,0.830778852069188,0.169221147930812,-1,0.338442295861624
RP11-510I6.2,male,+,0.22719040715798633,0.11359520357899316,0.8864047964210069,1,0.22719040715798633
RP11-510I6.3,male,-,0.6402438451834274,0.6798780774082863,0.3201219225917137,-1,0.6402438451834274
RP11-510M2.4,male,-,0.9269762229686364,0.5365118885156819,0.4634881114843182,-1,0.9269762229686364
RP11-510M2.7,male,+,0.6250865081921249,0.31254325409606243,0.6874567459039376,1,0.6250865081921249
RP11-510M2.8,male,+,0.5810117773548282,0.2905058886774141,0.7094941113225859,1,0.5810117773548282
RP11-510N19.2,male,+,0.3097244229227999,0.15486221146139995,0.8451377885386,1,0.3097244229227999
RP11-510N19.3,male,+,0.23557297564193172,0.11778648782096586,0.8822135121790342,1,0.23557297564193172
RP11-510P12.1,male,+,0.7616449798601165,0.38082248993005824,0.6191775100699417,1,0.7616449798601165
RP11-511B23.4,male,+,0.9526341619895599,0.47631708099477993,0.5236829190052201,1,0.9526341619895599
RP11-511B7.1,male,+,0.7834071868048602,0.3917035934024301,0.6082964065975699,1,0.7834071868048602
RP11-511H9.3,male,+,0.6312823069950446,0.3156411534975223,0.6843588465024777,1,0.6312823069950446
RP11-511I11.1,male,-,0.757207688386192,0.621396155806904,0.378603844193096,-1,0.757207688386192
RP11-511I11.2,male,-,0.8456428522924355,0.5771785738537822,0.42282142614621776,-1,0.8456428522924355
RP11-511P7.4,male,-,0.8789215387155869,0.5605392306422066,0.43946076935779343,-1,0.8789215387155869
RP11-512F24.1,male,+,0.22230215557118596,0.11115107778559298,0.888848922214407,1,0.22230215557118596
RP11-512G4.1,male,+,0.7712972682334431,0.38564863411672157,0.6143513658832784,1,0.7712972682334431
RP11-512M8.5,male,-,0.3700402853569714,0.8149798573215143,0.1850201426784857,-1,0.3700402853569714
