gene_symbol,female_Anterior_Insula_female_BA11_female_BA25_female_BA8/9_female_Nac_female_Subic,min_p_across_regions,meta_higher_in_MDD_pvalue,meta_lower_in_MDD_pvalue,meta_direction,meta_p
HMGB3,+-++-+,0.173494462,0.21871743277683764,0.9379732074110385,1,0.4374348655536753
TTI2,-++++-,0.183503773,0.21872260349940792,0.8444009575344613,1,0.43744520699881584
RB1,-+++++,0.188201992,0.21883015130858413,0.9677859350638609,1,0.43766030261716826
CTD-2313N18.5,+-----,0.166744797,0.9404766169687588,0.2188347109348089,-1,0.4376694218696178
CLN3,--+--+,0.245225859,0.8314322133389689,0.2188396172628575,-1,0.437679234525715
CHST8,+----+,0.240614377,0.9255170957156162,0.21885183587679513,-1,0.43770367175359026
DCTN2,++++++,0.210892791,0.21885449849630506,0.9693822489101119,1,0.4377089969926101
RP11-571F15.2,+-+-+-,0.133760799,0.846723677561352,0.21889215136057444,-1,0.4377843027211489
GAS1,+-----,0.123801009,0.8435292392787783,0.21889709601505092,-1,0.43779419203010184
GDAP2,-++---,0.065240774,0.6961231628239339,0.21897083362234598,-1,0.43794166724469197
RP11-111J6.2,-+--++,0.091189068,0.5399982383364565,0.219000771761888,-1,0.438001543523776
CLK1,+++-++,0.268476128,0.2190291358433394,0.967840354724883,1,0.4380582716866788
SPSB3,-+--+-,0.264627436,0.847067695165951,0.2190717203724211,-1,0.4381434407448422
HIST3H2BB,--+-+-,0.027926118,0.7143473962585141,0.21908453509614884,-1,0.43816907019229767
RP11-1G11.2,+---+-,0.15115416,0.8647310998395762,0.21909678592185244,-1,0.4381935718437049
CACNB2,---+--,0.261279481,0.8675239875607061,0.21911427340358533,-1,0.43822854680717066
CNKSR3,--+-++,0.056379431,0.21921800634017025,0.8254138794187316,1,0.4384360126803405
GLIS3,--+-++,0.062147874,0.3936229132437714,0.21923791129402623,-1,0.43847582258805246
NONOP2,+--++-,0.030044471,0.5925743456531039,0.21924795041016984,-1,0.4384959008203397
ATG2A,------,0.321091737,0.9775428144194457,0.21925073419783148,-1,0.43850146839566295
MIOS,+++--+,0.120875722,0.21925867569329002,0.8941460244562747,1,0.43851735138658005
TCEA3,+-----,0.354178093,0.9511903063527044,0.21930077335203343,-1,0.43860154670406687
CTD-2396E7.10,+--+++,0.019341904,0.2193439234925693,0.3488897707547357,1,0.4386878469851386
CSTF2,++---+,0.103880793,0.6694227712727489,0.21936834692314666,-1,0.4387366938462933
PPP1R35,--++-+,0.030099665,0.21937163328384246,0.3160602849489484,1,0.4387432665676849
SNX11,--+--+,0.061917447,0.7679434671947303,0.21941164420429932,-1,0.43882328840859863
ST6GALNAC6,++----,0.157618776,0.6481181289017612,0.21941290318852197,-1,0.43882580637704394
THUMPD2,-+--+-,0.023777265,0.2194152095633764,0.4621274524448993,1,0.4388304191267528
PPP1R12A-AS1,----+-,0.283242216,0.961290640189854,0.21943497806854495,-1,0.4388699561370899
SINHCAF,+++++-,0.084252337,0.21959375282201735,0.9084783753708447,1,0.4391875056440347
RPS15AP29,--+-+-,0.161997467,0.8814175732282108,0.21960724439936796,-1,0.4392144887987359
RP11-616M17.1,+-+-++,0.05549845,0.2196520112422932,0.8394359845882942,1,0.4393040224845864
WDR6,+-+---,0.134324101,0.7822199106129238,0.21971595902296118,-1,0.43943191804592235
REEP1,-+++-+,0.063143149,0.21974516955396065,0.6265218569019101,1,0.4394903391079213
NDUFC1,++++-+,0.328058169,0.21976154459730252,0.9515173186391132,1,0.43952308919460503
NAIP,+-+-++,0.22782492,0.21978458459221903,0.9500664784017129,1,0.43956916918443806
CTD-2349P21.9,--+-+-,0.212549967,0.8857226178890408,0.21980642323241917,-1,0.43961284646483834
XKRX,+++--+,0.118464155,0.21981858294336598,0.6797305541451607,1,0.43963716588673196
PTPN4,-+-+--,0.017763116,0.21988267184236357,0.2356772233424132,1,0.43976534368472714
RNU5E-1,+-+---,0.094086994,0.8804150796988358,0.21995000403524478,-1,0.43990000807048957
TSKU,-+----,0.134867584,0.8255705466663303,0.21996074628151382,-1,0.43992149256302765
TCP1P1,+--+-+,0.032666919,0.2199728681440362,0.48990696944822204,1,0.4399457362880724
PTMAP11,--+-++,0.015800726,0.24936797928949622,0.21997654474288206,-1,0.4399530894857641
RP11-809N8.4,++-+++,0.251373717,0.22002612970117735,0.9339270799713217,1,0.4400522594023547
HTR1A,+--+--,0.067581686,0.6360131071625514,0.22004832530307405,-1,0.4400966506061481
PPP1CA,-+++--,0.098177973,0.22010838894429477,0.8394555170396745,1,0.44021677788858954
GDPD2,++++-+,0.179547459,0.22016427320214416,0.9562756067431522,1,0.4403285464042883
RIBC2,+++++-,0.124752405,0.22017769270578655,0.9464007698488599,1,0.4403553854115731
MARVELD1,-++---,0.105895399,0.8603942816752028,0.22027109528842218,-1,0.44054219057684435
EXO5,++++--,0.189996532,0.2203546100157574,0.9535856651960556,1,0.4407092200315148
EXOSC2,++---+,0.190580786,0.2203784529428854,0.899421113742513,1,0.4407569058857708
SDAD1,++++-+,0.05154381,0.2203990095915364,0.5879245494899175,1,0.4407980191830728
RNU6-125P,+---+-,0.117003631,0.7045141698940889,0.22041355728908754,-1,0.4408271145781751
CTD-2152M20.2,+++-+-,0.053068249,0.22041845752000963,0.5163083188710581,1,0.44083691504001926
SLC40A1,++++--,0.10154992,0.22041902145323383,0.6414363069987838,1,0.44083804290646766
AC004076.7,+---+-,0.216270184,0.8883441425727578,0.22042627046344257,-1,0.44085254092688514
HYOU1,++-+--,0.06874057,0.9112833634136724,0.2204272045074188,-1,0.4408544090148376
TMEM223,+++-+-,0.082413192,0.22044921956662317,0.8506435076664064,1,0.44089843913324633
RP11-163E9.2,++--++,0.026160292,0.8073784376794997,0.2204516765724053,-1,0.4409033531448106
RP11-398K22.12,+-+--+,0.103423634,0.5941051449708388,0.22051121056219178,-1,0.44102242112438356
SQOR,-+++++,0.205613119,0.22051439293695763,0.906515209122232,1,0.44102878587391525
RP11-867G23.3,+--+--,0.050937858,0.409808301394759,0.22061094256970004,-1,0.4412218851394001
RP11-122K13.14,--+--+,0.094678174,0.8255485256809767,0.22061256675532584,-1,0.4412251335106517
CASP3,-++--+,0.07309381,0.22062400725934714,0.7348889716385807,1,0.4412480145186943
RASGRF2,++-+++,0.124284508,0.22063717291948695,0.8289300155624203,1,0.4412743458389739
RP11-48B3.4,-+-+++,0.032500881,0.2206444995107242,0.823998631149409,1,0.4412889990214484
GABRD,-+-+--,0.014903662,0.5075604415136798,0.22070237942204063,-1,0.44140475884408126
PCDHGA12,--+--+,0.046544028,0.7024069472120954,0.22074491242197913,-1,0.44148982484395827
IGF2BP3,+-+---,0.170938513,0.9099434744608975,0.22075052970246029,-1,0.44150105940492057
ARID4A,+--+--,0.076731611,0.5158981561249805,0.22076616914332342,-1,0.44153233828664684
XBP1,+++---,0.029082899,0.2207895888645725,0.6386118117537418,1,0.441579177729145
HAPLN1,-+---+,0.072978144,0.7438691703375521,0.22090211353482755,-1,0.4418042270696551
RPL21P5,+-----,0.276645219,0.9150510797790782,0.22093784249100756,-1,0.4418756849820151
NDNF,-+-+--,0.053250597,0.7054946462031684,0.22097541271558002,-1,0.44195082543116004
ATP13A2,---+--,0.18400116,0.9636577537236215,0.22099638341682717,-1,0.44199276683365435
LINC02172,----++,0.171305476,0.8340081272240631,0.22100063437889486,-1,0.4420012687577897
ASB14,++--++,0.20343314,0.22101020754310463,0.8676215887602241,1,0.44202041508620926
RP11-337A23.5,+++-+-,0.078362337,0.2210173082367796,0.41800120527858486,1,0.4420346164735592
L1TD1,----+-,0.137870105,0.7355049828320432,0.22103172869175824,-1,0.4420634573835165
RN7SL45P,-++-++,0.081130316,0.2211119230946367,0.7151721268752018,1,0.4422238461892734
DNAJC5,-+++--,0.08429104,0.8604261768718979,0.22112559211565494,-1,0.4422511842313099
SLC5A8,+---++,0.07517159,0.7634891435810773,0.22116981155678123,-1,0.44233962311356245
TTLL11-IT1,+---++,0.02218025,0.2212018214846023,0.6153552428867839,1,0.4424036429692046
PRXL2C,-+++-+,0.027326431,0.2780498711469993,0.2212535259017674,-1,0.4425070518035348
UBE2E2,--++++,0.035742837,0.22127261212783042,0.3943844968718028,1,0.44254522425566084
TSPYL6,+-----,0.246099323,0.9405816926771915,0.22131314716255063,-1,0.44262629432510125
PBX4,------,0.427314831,0.980932394295311,0.22131454530803926,-1,0.4426290906160785
RP11-230C9.2,+-+++-,0.194138709,0.22133618916480222,0.9188695704157817,1,0.44267237832960443
ZNF311,-++-++,0.313822114,0.22135146664278868,0.9188361965155531,1,0.44270293328557736
PRIM2,+++--+,0.152922668,0.2213622528002773,0.7499918724153032,1,0.4427245056005546
BOP1,--+---,0.2662617,0.9549599694133105,0.2214020750268175,-1,0.442804150053635
ZNF396,++++--,0.111522784,0.22143491256403686,0.9023108221473493,1,0.4428698251280737
DLEU7-AS1,++++++,0.265466046,0.2214617254202664,0.9667146162742212,1,0.4429234508405328
BRINP2,------,0.22335386,0.977522473464541,0.22148434443406617,-1,0.44296868886813234
RP11-38G5.2,+---+-,0.154253235,0.8692017627155187,0.22161970958627059,-1,0.44323941917254117
ZNF449,+++-++,0.179501962,0.2216354107062142,0.8162855210501194,1,0.4432708214124284
PCDHB18P,+-+-+-,0.096774555,0.8331559640104993,0.2216445223534499,-1,0.4432890447068998
GOT2P2,+---+-,0.277895731,0.9581842291210415,0.22171667894403338,-1,0.44343335788806676
GGA2,+---+-,0.049515674,0.8910310310752968,0.2217741819996414,-1,0.4435483639992828
SUPT16H,+-++--,0.065763153,0.7516387155542024,0.22187206092979128,-1,0.44374412185958256
TEKT2,-++-+-,0.040693625,0.7889183989146566,0.22197589444118634,-1,0.4439517888823727
OGFOD1,-+++-+,0.14430363,0.22197757269119847,0.8863559747491757,1,0.44395514538239694
ISG15,++----,0.112126587,0.9316754456039646,0.22201277827078006,-1,0.4440255565415601
LINC01018,------,0.267245037,0.968145988821294,0.22206337159426043,-1,0.44412674318852086
SDS,-----+,0.253231735,0.961093229323717,0.2222005946042866,-1,0.4444011892085732
TRMT61B,+-+-++,0.173011803,0.2222134416507385,0.8382953318356713,1,0.444426883301477
SARDH,+-+--+,0.040262249,0.22223597242486434,0.6479946432784748,1,0.4444719448497287
RP11-529E10.6,-++-++,0.040045579,0.7980605953230984,0.22226705265027447,-1,0.44453410530054893
AC023481.1,+++-++,0.08807904,0.22229521919550826,0.8869516961232233,1,0.44459043839101653
HACL1,+++-+-,0.243487865,0.22234741854664156,0.86255746162251,1,0.4446948370932831
ARX,+-----,0.167734076,0.9059615770118804,0.22245036621044378,-1,0.44490073242088757
CYP2B7P,-+-+++,0.160738066,0.22245308993209226,0.9295791030919536,1,0.4449061798641845
KCNT1,----+-,0.25031296,0.8641353524258171,0.22258125524979172,-1,0.44516251049958344
PYROXD2,-++-++,0.147494144,0.22258239445416686,0.7159170757999416,1,0.4451647889083337
HNRNPA1P5,+-+-++,0.032676767,0.22262677914568968,0.27258824054085634,1,0.44525355829137936
STX17,++++++,0.233452557,0.22263408004130614,0.9627285395556845,1,0.4452681600826123
CTD-2659N19.10,++++++,0.148908432,0.2227009567039093,0.9641433087335867,1,0.4454019134078186
SPATA24,+++-+-,0.186774406,0.22271063831172794,0.8874168929754984,1,0.4454212766234559
RNF182,++--++,0.066898585,0.22272902057613767,0.8105194433200843,1,0.44545804115227533
RP11-523G9.3,-+-+++,0.125129365,0.22273333642331405,0.8707575717056175,1,0.4454666728466281
SNORA74B,--+---,0.045599006,0.5674395395896045,0.22273608998340985,-1,0.4454721799668197
SELENOO,+++-+-,0.073349658,0.6571914848750103,0.22274315485988477,-1,0.44548630971976955
CAVIN4,+---++,0.086483795,0.2227738060228463,0.826200296724627,1,0.4455476120456926
BCAT2,+-+-+-,0.079358936,0.7998332436598354,0.22278384707679516,-1,0.4455676941535903
WNT3,------,0.348114971,0.9791065847229709,0.22284604111200515,-1,0.4456920822240103
SNORD115-29,--++-+,0.018641513,0.6320167516648201,0.2228622703246572,-1,0.4457245406493144
SNX5,+++-++,0.199958477,0.22286538330862585,0.8305588629556135,1,0.4457307666172517
RP11-712B9.5,++-+++,0.206415781,0.22296234022392789,0.8230958210692245,1,0.44592468044785577
FABP5P7,+-+--+,0.116650971,0.2230872210063184,0.6985920572702315,1,0.4461744420126368
TUBGCP2,+++++-,0.210641705,0.22322506873689038,0.8116106945999348,1,0.44645013747378076
CGRRF1,++-+-+,0.120188137,0.22324616467295136,0.691342744394186,1,0.4464923293459027
PRTG,-++-+-,0.094530629,0.2232947045060102,0.7640105530918075,1,0.4465894090120204
LYRM4,----+-,0.200855426,0.9542505300820009,0.2233274634628802,-1,0.4466549269257604
DEXI,+++++-,0.112749821,0.22337807476523286,0.9192903722430322,1,0.4467561495304657
ASB1,+-----,0.092993595,0.8817556344883997,0.22340363439877076,-1,0.4468072687975415
SUGT1P4-STRA6LP,--+-++,0.211058732,0.9233613416518771,0.22343497059697517,-1,0.44686994119395035
RP11-629G13.1,++-+++,0.237832522,0.22346091141791732,0.9559947842402402,1,0.44692182283583465
NELL2,-+-+++,0.170027833,0.22347441220812536,0.9214445873541156,1,0.4469488244162507
HMBOX1,--+-++,0.067842303,0.22352823236761904,0.8215128695647381,1,0.4470564647352381
SPATA2,---++-,0.103278727,0.8609380300196054,0.22353400092508863,-1,0.44706800185017725
GAPDHP66,+---+-,0.102262781,0.8859945925350093,0.22355976770432734,-1,0.4471195354086547
ZNF425,++++--,0.211587039,0.2235748140541118,0.8977960136876918,1,0.4471496281082236
MRPL17,++++-+,0.243622839,0.22357515910655726,0.9071202829237293,1,0.4471503182131145
DYNC1I1,++-+-+,0.111866898,0.22357555760934889,0.8797139092348387,1,0.44715111521869777
MZT2B,++++--,0.059002763,0.22359151242839995,0.8513732995063963,1,0.4471830248567999
KSR2,----+-,0.236638626,0.9634198684156956,0.22359221221194775,-1,0.4471844244238955
RP11-715J22.3,--++--,0.137204782,0.8548471461176705,0.22369148623865615,-1,0.4473829724773123
CDC42SE1,+++-++,0.192960824,0.22371244274730295,0.8288009409349613,1,0.4474248854946059
SHLD2,-+--+-,0.089387242,0.8589330297698953,0.22378598878101544,-1,0.4475719775620309
RPS29,++++++,0.27307551,0.22389542530169998,0.9755419643059441,1,0.44779085060339996
E2F4,+-+-+-,0.084264784,0.5238891270491551,0.22393528818575412,-1,0.44787057637150823
RP11-74E22.5,++-+-+,0.080765106,0.2239381766587286,0.7533497404754899,1,0.4478763533174572
HMGB1P10,+--+++,0.057120937,0.22397239197978808,0.8100559480812588,1,0.44794478395957615
ZXDC,+-+-++,0.169921528,0.2240169624428629,0.7521200474874168,1,0.4480339248857258
SAMD15,+-----,0.189753026,0.9562425113759749,0.22406719673761188,-1,0.44813439347522377
KANTR,+-+-+-,0.084673366,0.22408328875261913,0.8717995143627483,1,0.44816657750523825
ARRDC1-AS1,+-+-++,0.08025447,0.22410316786093598,0.8469573701299882,1,0.44820633572187196
CDC42EP4,-++-++,0.176716511,0.22416648846268983,0.9025683304563756,1,0.44833297692537966
COQ6,+-+--+,0.143516545,0.22417954762454234,0.8202058462747299,1,0.4483590952490847
SEC23IP,+-+-++,0.170627786,0.22418182825141292,0.7267193956739726,1,0.44836365650282584
GDI1,+-++--,0.04786793,0.6945250966730399,0.22419499244685062,-1,0.44838998489370124
FAAP20,++--+-,0.113271502,0.22420131611821853,0.6418464421852192,1,0.44840263223643706
RPL23AP42,--+---,0.200665571,0.9404689455129995,0.22421216690012047,-1,0.44842433380024094
DGCR11,++--+-,0.177001635,0.22421399807823011,0.7926880673707921,1,0.44842799615646023
TRIM36,+-++-+,0.103679864,0.22428890060669054,0.9286034603933044,1,0.4485778012133811
RP11-1109F11.5,+-----,0.090782768,0.7084166980528843,0.2243017565236321,-1,0.4486035130472642
AC007401.1,+---++,0.114465129,0.22443346673848816,0.6203856046071478,1,0.4488669334769763
Z97634.3,+++-++,0.22251845,0.2245108267568304,0.9638206047981458,1,0.4490216535136608
GPR45,----+-,0.071581684,0.9098614895802872,0.22451749009202218,-1,0.44903498018404436
TPI1P1,++++-+,0.226683502,0.2245223718301962,0.9539764675147118,1,0.4490447436603924
CLU,+-++++,0.31233808,0.2245262701734743,0.9658014174560196,1,0.4490525403469486
FCHSD1,+++--+,0.159154634,0.22460015534156968,0.921200642252713,1,0.44920031068313937
FZD6,-++---,0.062834099,0.7272056043024208,0.22469997713878792,-1,0.44939995427757584
MTHFD2,++++-+,0.147482461,0.22473852030347619,0.9555271030050089,1,0.44947704060695237
TAF1D,++----,0.059864318,0.22475850034632086,0.5266849089061149,1,0.4495170006926417
LYPD1,+++--+,0.052204785,0.22482632051984744,0.48776643132055453,1,0.4496526410396949
FGFBP3,+-++++,0.156384773,0.2248546612427912,0.8583494146425245,1,0.4497093224855824
PSMD12,+-++-+,0.094240902,0.22492925747855008,0.7985773021664104,1,0.44985851495710016
TPST2,-+-+--,0.065953343,0.5077280862307961,0.224982052998878,-1,0.449964105997756
RPS27AP12,----+-,0.134079039,0.94086793152819,0.22499331282393145,-1,0.4499866256478629
AC011816.1,-++-++,0.081482154,0.2250002787545701,0.834162948051806,1,0.4500005575091402
UBIAD1,--+-+-,0.110947614,0.853332124818674,0.22502022908614966,-1,0.4500404581722993
RPS21,+++--+,0.089723114,0.2250233017502878,0.894210520861691,1,0.4500466035005756
LINC02282,++--+-,0.042453027,0.23657924117970283,0.22504382951111293,-1,0.45008765902222586
DELE1,--+-+-,0.078780835,0.7819774102561091,0.22507413748376293,-1,0.45014827496752585
URI1,+++-++,0.338068168,0.22513632217727186,0.9326615380610955,1,0.4502726443545437
NDUFA13,+--+--,0.042017589,0.48660032943960424,0.2251613715583787,-1,0.4503227431167574
GUSBP9,--++++,0.150709841,0.22517176447047602,0.9302647186716855,1,0.45034352894095203
CTD-2017D11.1,--+-++,0.043072509,0.8278459701503849,0.2252780575740802,-1,0.4505561151481604
ZSCAN9,-++-++,0.159092371,0.2252979149688006,0.8845150679575317,1,0.4505958299376012
AF129075.5,-+--++,0.021492087,0.625338782807316,0.22530402212466127,-1,0.45060804424932255
TMEM134,+++++-,0.124805796,0.22533884002028182,0.881601032771497,1,0.45067768004056363
GLS2,-+----,0.202786621,0.8999977238849761,0.22534075123230193,-1,0.45068150246460387
RNU6-272P,-++---,0.087252701,0.9073591257693485,0.22535509677114998,-1,0.45071019354229996
IDUA,+-----,0.190180434,0.8335158062816537,0.22541334016894543,-1,0.45082668033789086
KCNH2,--+-+-,0.24182564,0.9184380680815452,0.22543164195325457,-1,0.45086328390650915
ZNF595,-++-++,0.123088168,0.22544262502994528,0.8516215075552642,1,0.45088525005989055
PWP1,++-+-+,0.112340334,0.22549144182671418,0.7522420064819052,1,0.45098288365342837
CAPN1,--+---,0.235388612,0.95377458591678,0.22550220524530457,-1,0.45100441049060913
RP5-1050D4.5,+++-+-,0.231078463,0.22550631639897734,0.8962955498621906,1,0.45101263279795467
PHACTR4,+-+-+-,0.018246792,0.4004740203610961,0.2255471463498725,-1,0.451094292699745
SRPK2,++-+-+,0.121080345,0.22557764533831345,0.9150676493580586,1,0.4511552906766269
RP11-161H23.10,++----,0.143492711,0.9139584906641223,0.22560948632010344,-1,0.4512189726402069
AC040977.1,+--+-+,0.056018439,0.2256698467719282,0.5985948020921498,1,0.4513396935438564
ABCB7,+++++-,0.234387432,0.22569121391463046,0.9668003407779701,1,0.4513824278292609
TAF5L,++++--,0.086824492,0.22572670569175918,0.9114180101427595,1,0.45145341138351835
OR13C5,-+---+,0.16366207,0.8762434335290981,0.2257304879377119,-1,0.4514609758754238
CTBS,-+++--,0.066698194,0.22573360020726504,0.873965466040064,1,0.4514672004145301
INPP4B,-+----,0.040038563,0.5278463833748347,0.22574580120207113,-1,0.45149160240414227
ARAP1,+-+-++,0.095637297,0.6761566116674849,0.2257877473180906,-1,0.4515754946361812
NDUFAF8,-+---+,0.156489691,0.8848925294528169,0.22583486795753008,-1,0.45166973591506016
CTD-3105H18.18,-++---,0.037214409,0.5693587463989954,0.22593456880584,-1,0.45186913761168
RAPGEF2,-+-+--,0.164625854,0.9077685995554058,0.22595295980767657,-1,0.45190591961535315
VPS16,-++---,0.110225135,0.554559209750455,0.22607191799773604,-1,0.4521438359954721
TIMM22,-+-+--,0.089668022,0.6319333700797188,0.22620774027215182,-1,0.45241548054430364
PCDHB6,----+-,0.143186281,0.9427631000704145,0.22629236091158883,-1,0.45258472182317766
LTO1,--+-++,0.064269611,0.22631341582247136,0.40620795712140323,1,0.4526268316449427
RP11-407P18.1,+---+-,0.206759613,0.9336334084505189,0.226383611520477,-1,0.452767223040954
DHRS12,+-++++,0.182865009,0.22640907822371342,0.9517392603242145,1,0.45281815644742685
TGOLN2,+-+++-,0.053687282,0.22644850747600198,0.5059997936624178,1,0.45289701495200396
EMBP1,+---+-,0.118225601,0.771327948847247,0.2264950872593601,-1,0.4529901745187202
